Wort:,PoS:,Satzende:
Begin New File
",",PUNCT
the,DET
arrow,NOUN
on,ADP
the,DET
GPS,PROPN
jumping,VERB
again,ADV
and,CCONJ
again,ADV
around,ADV
.,PUNCT,Satzende
After,ADP
several,ADJ
attempts,NOUN
",",PUNCT
however,ADV
",",PUNCT
we,PRON
always,ADV
land,VERB
in,ADP
the,DET
same,ADJ
place,NOUN
:,PUNCT
Here,ADV
is,AUX
the,DET
confluence,NOUN
point,NOUN
!,PUNCT
"

",SPACE,Satzende
We,PRON
take,VERB
a,DET
few,ADJ
pictures,NOUN
",",PUNCT
unfortunately,ADV
without,ADP
the,DET
hoped,VERB
-,PUNCT
for,ADP
view,NOUN
and,CCONJ
take,VERB
a,DET
small,ADJ
rest,NOUN
.,PUNCT,Satzende
Then,ADV
we,PRON
take,VERB
the,DET
way,NOUN
back,ADV
through,ADP
the,DET
wonderful,ADJ
landscape,NOUN
",",PUNCT
having,VERB
afterwards,ADV
a,DET
very,ADV
interesting,ADJ
Enduro,PROPN
week,NOUN
with,ADP
many,ADJ
beautiful,ADJ
Offroad,PROPN
kilometers,NOUN
.,PUNCT
"

",SPACE,Satzende
Romania,PROPN
has,AUX
very,ADV
much,ADJ
nature,NOUN
to,PART
offer,VERB
",",PUNCT
the,DET
hospitality,NOUN
of,ADP
the,DET
people,NOUN
is,AUX
terrific,ADJ
-,PUNCT
this,DET
country,NOUN
is,AUX
always,ADV
worth,ADJ
a,DET
journey,NOUN
!,PUNCT
"

",SPACE,Satzende
Begin New File
"

",SPACE
28-Mar-2004,NUM
--,PUNCT
we,PRON
started,VERB
our,DET
trip,NOUN
in,ADP
Galaţi,PROPN
",",PUNCT
it,PRON
takes,VERB
around,ADV
1.5,NUM
h,NOUN
from,ADP
our,DET
hotel,NOUN
to,ADP
the,DET
confluence,NOUN
point,NOUN
.,PUNCT,Satzende
The,DET
point,NOUN
was,AUX
very,ADV
easy,ADJ
to,PART
access,VERB
because,SCONJ
the,DET
confluence,NOUN
point,NOUN
was,AUX
only,ADV
35,NUM
m,NOUN
next,ADV
to,ADP
the,DET
street,NOUN
.....,PUNCT
"

",SPACE,Satzende
Begin New File
"

",SPACE
19-Apr-2012,NUM
--,PUNCT,Satzende
The,DET
conditions,NOUN
of,ADP
our,DET
further,ADJ
trip,NOUN
allowed,VERB
it,PRON
to,PART
make,VERB
an,DET
excursion,NOUN
into,ADP
the,DET
upstate,NOUN
of,ADP
Romania,PROPN
and,CCONJ
to,PART
visit,VERB
this,DET
confluence,NOUN
point,NOUN
at,ADP
this,DET
opportunity,NOUN
.,PUNCT,Satzende
Partially,ADV
",",PUNCT
the,DET
roads,NOUN
were,AUX
very,ADV
shabby,ADJ
and,CCONJ
it,PRON
seemed,VERB
not,PART
only,ADV
because,SCONJ
of,ADP
the,DET
last,ADJ
winter,NOUN
.,PUNCT
"

",SPACE,Satzende
We,PRON
could,VERB
park,VERB
our,DET
car,NOUN
appr,NOUN
.,PUNCT,Satzende
950,NUM
m,NOUN
away,ADV
from,ADP
the,DET
point,NOUN
and,CCONJ
could,VERB
make,VERB
a,DET
comfortable,ADJ
walk,NOUN
to,ADP
the,DET
mountain,NOUN
ridge,NOUN
.,PUNCT,Satzende
There,PRON
is,AUX
a,DET
herdsmen,NOUN
station,NOUN
not,PART
far,ADV
from,ADP
the,DET
point,NOUN
",",PUNCT
but,CCONJ
only,ADV
the,DET
dogs,NOUN
came,VERB
to,PART
visit,VERB
us,PRON
.,PUNCT
"

",SPACE,Satzende
Because,SCONJ
we,PRON
had,AUX
good,ADJ
weather,NOUN
and,CCONJ
still,ADV
a,DET
bit,NOUN
time,NOUN
we,PRON
decided,VERB
to,PART
drive,VERB
on,ADP
small,ADJ
roads,NOUN
to,ADP
the,DET
west,NOUN
to,PART
point,VERB
46N,NOUN
24E.,NUM
"

",SPACE,Satzende
Begin New File
"

",SPACE
06-May-2002,PUNCT
--,PUNCT,Satzende
We,PRON
",",PUNCT
eastern,ADJ
christians,PROPN
(,PUNCT
orthodox,ADJ
christians,PROPN
),PUNCT
celebrated,VERB
Easter,PROPN
this,DET
year,NOUN
on,ADP
May,PROPN
5th,NOUN
.,PUNCT,Satzende
So,ADV
",",PUNCT
on,ADP
this,DET
short,ADJ
holiday,NOUN
",",PUNCT
we,PRON
went,VERB
to,ADP
Oradea,PROPN
where,ADV
part,NOUN
of,ADP
my,DET
girlfriend,NOUN
’s,PART
family,NOUN
lives,NOUN
.,PUNCT,Satzende
Oradea,NOUN
is,AUX
600,NUM
km,NOUN
(,PUNCT
about,ADV
380,NUM
miles,NOUN
),PUNCT
from,ADP
Bucharest,PROPN
",",PUNCT
in,ADP
the,DET
northwestern,ADJ
part,NOUN
of,ADP
Romania,PROPN
",",PUNCT
only,ADV
10,NUM
km,NOUN
from,ADP
the,DET
border,NOUN
with,ADP
Hungary,PROPN
.,PUNCT,Satzende
It,PRON
is,AUX
a,DET
big,ADJ
city,NOUN
(,PUNCT
more,ADJ
than,SCONJ
"220,000",NUM
population,NOUN
),PUNCT
that,DET
lies,VERB
exactly,ADV
where,ADV
the,DET
hills,NOUN
end,VERB
and,CCONJ
the,DET
Pannonia,PROPN
Plains,PROPN
begin,VERB
",",PUNCT
on,ADP
the,DET
river,NOUN
Crisul,PROPN
Repede,PROPN
(,PUNCT
the,DET
Fast,PROPN
Cris,PROPN
),PUNCT
",",PUNCT
that,DET
crosses,VERB
exactly,ADV
the,DET
centre,NOUN
of,ADP
the,DET
city,NOUN
.,PUNCT,Satzende
Oradea,NOUN
is,AUX
a,DET
medieval,ADJ
city,NOUN
",",PUNCT
with,ADP
baroque,NOUN
and,CCONJ
gothic,ADJ
buildings,NOUN
",",PUNCT
and,CCONJ
also,ADV
with,ADP
lots,NOUN
of,ADP
clubs,NOUN
and,CCONJ
cafes,NOUN
and,CCONJ
very,ADV
nice,ADJ
people,NOUN
.,PUNCT,Satzende
For,ADP
some,DET
photos,NOUN
go,VERB
here,ADV
http://www.oradea-online.ro/oradea/2/galeria_oradea1.htm,PUNCT,Satzende
(,PUNCT
unfortunately,ADV
I,PRON
could,VERB
n’t,PART
find,VERB
a,DET
website,NOUN
with,ADP
photos,NOUN
in,ADP
english,PROPN
",",PUNCT
so,ADV
click,VERB
on,ADP
',PUNCT
Albumul,PROPN
urmator,NOUN
>,X,Satzende
>,X,Satzende
',PUNCT
below,ADP
right,ADV
to,PART
get,AUX
to,ADP
the,DET
next,ADJ
gallery,NOUN
),PUNCT
.,PUNCT,Satzende
Another,DET
link,NOUN
would,VERB
be,AUX
www.oradea.ro,PROPN
",",PUNCT
which,DET
contains,VERB
some,DET
english,ADJ
text,NOUN
",",PUNCT
but,CCONJ
few,ADJ
photos,NOUN
.,PUNCT,Satzende
Ok,INTJ
",",PUNCT
back,ADV
to,ADP
confluence,NOUN
hunting,NOUN
.,PUNCT
"

",SPACE,Satzende
On,ADP
May,PROPN
6th,NOUN
we,PRON
decided,VERB
to,PART
visit,VERB
N47E22,PROPN
.,PUNCT,Satzende
We,PRON
were,AUX
a,DET
pretty,ADV
large,ADJ
group,NOUN
:,PUNCT
myself,PRON
",",PUNCT
my,DET
girlfriend,NOUN
Andra,PROPN
",",PUNCT
her,DET
brother,NOUN
Mihnea,PROPN
",",PUNCT
their,DET
cousins,NOUN
from,ADP
Oradea,PROPN
and,CCONJ
a,DET
friend,NOUN
of,ADP
them,PRON
.,PUNCT,Satzende
We,PRON
took,VERB
road,NOUN
76,NUM
/,SYM
E79,PROPN
to,ADP
Deva,PROPN
",",PUNCT
crossed,VERB
the,DET
village,NOUN
of,ADP
Sanmartin,PROPN
and,CCONJ
turned,VERB
left,VERB
to,ADP
Baile,PROPN
1,NUM
Mai,PROPN
(,PUNCT
1,NUM
Mai,PROPN
Spa,PROPN
),PUNCT
.,PUNCT,Satzende
Baile,NOUN
1,NUM
Mai,PROPN
is,AUX
known,VERB
for,ADP
its,DET
hot,ADJ
-,PUNCT
water,NOUN
springs,NOUN
(,PUNCT
lots,NOUN
of,ADP
swimming,NOUN
-,PUNCT
pools,NOUN
there,ADV
),PUNCT
.,PUNCT,Satzende
Same,ADJ
for,ADP
Baile,PROPN
Felix,PROPN
(,PUNCT
Felix,PROPN
Spa,PROPN
),PUNCT
nearby,ADV
.,PUNCT,Satzende
In,ADP
fact,NOUN
the,DET
city,NOUN
of,ADP
Oradea,PROPN
is,AUX
heated,VERB
with,ADP
thermal,ADJ
water,NOUN
",",PUNCT
which,DET
is,AUX
plenty,ADV
around,ADP
these,DET
parts,NOUN
",",PUNCT
you,PRON
just,ADV
have,AUX
to,PART
dig,VERB
for,ADP
it,PRON
.,PUNCT,Satzende
At,ADP
the,DET
sign,NOUN
that,DET
says,VERB
Baile,PROPN
1,NUM
Mai,PROPN
(,PUNCT
just,ADV
half,DET
a,DET
mile,NOUN
after,ADP
turning,VERB
left,VERB
from,ADP
road,NOUN
76,NUM
/,SYM
E79,PROPN
),PUNCT,Satzende
we,PRON
turned,VERB
again,ADV
left,VERB
and,CCONJ
entered,VERB
the,DET
village,NOUN
of,ADP
Rontau,PROPN
.,PUNCT,Satzende
We,PRON
were,AUX
already,ADV
in,ADP
the,DET
hilly,ADJ
region,NOUN
",",PUNCT
so,SCONJ
the,DET
road,NOUN
climbed,VERB
up,ADP
to,ADP
Rontau,PROPN
",",PUNCT
which,DET
lies,VERB
on,ADP
top,NOUN
of,ADP
a,DET
hill,NOUN
.,PUNCT,Satzende
While,SCONJ
driving,VERB
along,ADP
the,DET
village,NOUN
’s,PART
main,ADJ
road,NOUN
the,DET
GPS,PROPN
showed,VERB
us,PRON
the,DET
direction,NOUN
right,ADV
ahead,ADV
",",PUNCT
and,CCONJ
after,ADP
two,NUM
minutes,NOUN
",",PUNCT
just,ADV
few,ADJ
hundred,NUM
meters,NOUN
from,ADP
the,DET
end,NOUN
of,ADP
the,DET
village,NOUN
",",PUNCT
we,PRON
reached,VERB
the,DET
spot,NOUN
(,PUNCT
photo,NOUN
#,SYM
3,NUM
),PUNCT
.,PUNCT
"

",SPACE,Satzende
The,DET
confluence,NOUN
lies,VERB
right,ADV
on,ADP
the,DET
main,ADJ
road,NOUN
of,ADP
Rontau,PROPN
",",PUNCT
just,ADV
in,ADP
front,NOUN
of,ADP
the,DET
pentecostal,ADJ
church,NOUN
(,PUNCT
in,ADP
fact,NOUN
the,DET
pentecostal,ADJ
church,NOUN
lies,VERB
inside,ADV
of,ADP
a,DET
house,NOUN
",",PUNCT
probably,ADV
the,DET
pentecostal,ADJ
community,NOUN
is,AUX
n’t,PART
too,ADV
large,ADJ
–,PUNCT
photo,NOUN
#,SYM
4,NUM
),PUNCT
.,PUNCT,Satzende
On,ADP
both,DET
sides,NOUN
there,PRON
were,AUX
houses,NOUN
",",PUNCT
backwards,ADV
we,PRON
could,VERB
see,VERB
the,DET
road,NOUN
",",PUNCT
only,ADV
in,ADP
front,NOUN
of,ADP
us,PRON
another,DET
forested,VERB
hill,NOUN
could,VERB
be,AUX
seen,VERB
",",PUNCT
as,SCONJ
the,DET
main,ADJ
road,NOUN
climbes,VERB
down,ADP
the,DET
hill,NOUN
",",PUNCT
exiting,VERB
the,DET
village,NOUN
.,PUNCT,Satzende
The,DET
elevation,NOUN
was,AUX
179,NUM
meters,NOUN
.,PUNCT
"

",SPACE,Satzende
You,PRON
can,VERB
see,VERB
the,DET
view,NOUN
eastwards,NOUN
in,ADP
the,DET
main,ADJ
picture,NOUN
(,PUNCT
photo,NOUN
#,SYM
1,NUM
),PUNCT
.,PUNCT,Satzende
The,DET
road,NOUN
exits,VERB
Rontau,PROPN
and,CCONJ
climbs,VERB
down,ADP
the,DET
hill,NOUN
",",PUNCT
so,SCONJ
we,PRON
could,VERB
see,VERB
another,DET
hill,NOUN
.,PUNCT,Satzende
Down,ADP
in,ADP
the,DET
valley,NOUN
you,PRON
can,VERB
see,VERB
some,DET
buildings,NOUN
from,ADP
Baile,PROPN
1,NUM
Mai,PROPN
.,PUNCT,Satzende
Photo,NOUN
#,NOUN
2,NUM
needs,VERB
no,DET
explanation,NOUN
.,PUNCT,Satzende
Photo,NOUN
#,NOUN
5,NUM
looks,VERB
south,NOUN
-,PUNCT
eastwards,NOUN
and,CCONJ
shows,VERB
two,NUM
Rontau,PROPN
houses,NOUN
:,PUNCT
a,DET
typical,ADJ
one,NUM
and,CCONJ
a,DET
new,ADJ
built,VERB
one,NUM
(,PUNCT
the,DET
house,NOUN
with,ADP
2,NUM
storeys,NOUN
),PUNCT
.,PUNCT,Satzende
Photo,NOUN
#,NOUN
7,NUM
shows,VERB
the,DET
way,NOUN
we,PRON
got,VERB
there,ADV
",",PUNCT
along,ADP
the,DET
main,ADJ
road,NOUN
.,PUNCT,Satzende
You,PRON
can,VERB
see,VERB
some,DET
more,ADJ
houses,NOUN
.,PUNCT,Satzende
The,DET
local,ADJ
',PUNCT
food,NOUN
source,NOUN
',PUNCT
is,AUX
shown,VERB
in,ADP
photo,NOUN
#,SYM
6,NUM
.,PUNCT
"

",SPACE,Satzende
Next,ADJ
day,NOUN
we,PRON
left,VERB
for,ADP
Bucharest,PROPN
and,CCONJ
on,ADP
the,DET
way,NOUN
we,PRON
visited,VERB
N47E23,PROPN
.,PUNCT
"

",SPACE,Satzende
Begin New File
"

",SPACE
21-Aug-2005,NUM
--,PUNCT,Satzende
Continued,VERB
from,ADP
45N,NUM
29E,NUM
-,PUNCT,Satzende
The,DET
second,ADJ
point,NOUN
is,AUX
further,ADJ
north,NOUN
–,PUNCT
away,ADV
from,ADP
the,DET
Danube,PROPN
delta,NOUN
and,CCONJ
very,ADV
close,ADV
to,ADP
the,DET
Moldovan,PROPN
border,NOUN
.,PUNCT,Satzende
The,DET
worry,NOUN
with,ADP
this,DET
point,NOUN
was,AUX
whether,SCONJ
there,PRON
is,AUX
any,DET
restricted,ADJ
zone,NOUN
along,ADP
the,DET
border,NOUN
which,DET
would,VERB
prevent,VERB
a,DET
visit,NOUN
.,PUNCT
"

",SPACE,Satzende
Driving,VERB
away,ADV
from,ADP
Tulcea,PROPN
",",PUNCT
I,PRON
crossed,VERB
the,DET
Danube,PROPN
for,ADP
the,DET
3rd,NOUN
of,ADP
4,NUM
times,NOUN
in,ADP
2,NUM
days,NOUN
.,PUNCT,Satzende
This,DET
time,NOUN
it,PRON
was,AUX
a,DET
ferry,NOUN
.,PUNCT,Satzende
Very,ADV
prompt,ADJ
and,CCONJ
well,ADV
organised,VERB
.,PUNCT,Satzende
Soon,ADV
after,ADP
disembarking,VERB
and,CCONJ
heading,VERB
north,ADV
for,ADP
Galaţi,PROPN
it,PRON
started,VERB
to,PART
rain,VERB
.,PUNCT,Satzende
This,DET
area,NOUN
suffered,VERB
from,ADP
severe,ADJ
floods,NOUN
in,ADP
July,PROPN
and,CCONJ
there,PRON
is,AUX
still,ADV
water,NOUN
lying,VERB
in,ADP
the,DET
fields,NOUN
and,CCONJ
gardens,NOUN
and,CCONJ
dead,ADJ
crops,NOUN
remain,VERB
",",PUNCT
forlorn,ADJ
in,ADP
the,DET
fields,NOUN
.,PUNCT,Satzende
The,DET
rain,NOUN
became,VERB
torrential,ADJ
and,CCONJ
it,PRON
was,AUX
only,ADV
just,ADV
possible,ADJ
to,PART
keep,VERB
driving,VERB
for,ADP
more,ADJ
than,SCONJ
half,DET
an,DET
hour,NOUN
.,PUNCT
"

",SPACE,Satzende
Eventually,ADV
I,PRON
got,VERB
away,ADV
from,ADP
it,PRON
and,CCONJ
quite,ADV
soon,ADV
was,AUX
driving,VERB
on,ADP
dry,ADJ
roads,NOUN
again,ADV
.,PUNCT,Satzende
Galaţi,PROPN
is,AUX
not,PART
an,DET
attractive,ADJ
place,NOUN
–,PUNCT
ugly,ADJ
apartment,NOUN
blocks,NOUN
and,CCONJ
chemical,NOUN
factories,NOUN
.,PUNCT,Satzende
It,PRON
is,AUX
not,PART
helped,VERB
by,ADP
floods,NOUN
and,CCONJ
torrential,ADJ
rain,NOUN
.,PUNCT,Satzende
I,PRON
was,AUX
glad,ADJ
to,PART
be,AUX
away,ADV
.,PUNCT,Satzende
Moving,VERB
further,ADJ
north,NOUN
you,PRON
pass,VERB
through,ADP
rich,ADJ
farmland,NOUN
and,CCONJ
then,ADV
rolling,VERB
hills,NOUN
.,PUNCT,Satzende
I,PRON
decided,VERB
to,ADP
camp,NOUN
as,SCONJ
close,ADV
to,ADP
the,DET
point,NOUN
as,SCONJ
possible,ADJ
so,SCONJ
that,SCONJ
I,PRON
could,VERB
make,VERB
an,DET
early,ADJ
start,NOUN
and,CCONJ
drive,VERB
home,ADV
on,ADP
the,DET
Sunday,PROPN
.,PUNCT,Satzende
As,SCONJ
I,PRON
drove,VERB
through,ADP
the,DET
villages,NOUN
there,PRON
were,AUX
many,ADJ
people,NOUN
walking,VERB
to,ADP
the,DET
nearest,ADJ
village,NOUN
for,ADP
the,DET
Saturday,PROPN
night,NOUN
dance,NOUN
.,PUNCT,Satzende
I,PRON
camped,VERB
near,SCONJ
the,DET
hamlet,PROPN
of,ADP
Sălăgeni,PROPN
–,PUNCT
just,ADV
a,DET
few,ADJ
metres,NOUN
from,ADP
the,DET
border,NOUN
.,PUNCT,Satzende
No,DET
sign,NOUN
of,ADP
the,DET
border,NOUN
or,CCONJ
any,DET
security,NOUN
.,PUNCT
"

",SPACE,Satzende
I,PRON
was,AUX
woken,VERB
up,ADP
by,ADP
the,DET
sun,NOUN
at,ADP
dawn,NOUN
–,PUNCT,Satzende
6.30,NUM
a.m.,NOUN,Satzende
There,PRON
were,AUX
already,ADV
old,ADJ
men,NOUN
taking,VERB
cattle,NOUN
out,SCONJ
to,ADP
the,DET
fields,NOUN
to,PART
graze,VERB
.,PUNCT,Satzende
The,DET
scene,NOUN
reminded,VERB
me,PRON
of,ADP
the,DET
German,ADJ
television,NOUN
programme,NOUN
"""",PUNCT
Heimat,PROPN
"""",PUNCT
.,PUNCT,Satzende
The,DET
programme,NOUN
traces,VERB
a,DET
German,ADJ
village,NOUN
through,ADP
80,NUM
years,NOUN
of,ADP
the,DET
20th,ADJ
century,NOUN
.,PUNCT,Satzende
Sălăgeni,PROPN
reminded,VERB
me,PRON
of,ADP
the,DET
first,ADJ
episode,NOUN
set,VERB
in,ADP
about,ADV
1918,NUM
–,PUNCT
tranquil,NOUN
but,CCONJ
with,ADP
few,ADJ
comforts,NOUN
.,PUNCT,Satzende
Horses,NOUN
are,AUX
more,ADV
common,ADJ
than,SCONJ
cars,NOUN
and,CCONJ
ducks,NOUN
",",PUNCT
hens,NOUN
and,CCONJ
turkeys,NOUN
wander,VERB
around,ADV
.,PUNCT
"

",SPACE,Satzende
The,DET
point,NOUN
itself,PRON
was,AUX
1,NUM
km,NOUN
from,ADP
the,DET
village,NOUN
.,PUNCT,Satzende
I,PRON
forded,VERB
two,NUM
drainage,NOUN
ditches,NOUN
–,PUNCT
one,NUM
waist,NOUN
high,ADV
.,PUNCT,Satzende
I,PRON
am,AUX
sure,ADJ
I,PRON
could,VERB
have,AUX
gone,VERB
round,ADV
but,CCONJ
why,ADV
not,PART
go,VERB
direct,ADJ
!,PUNCT,Satzende
I,PRON
expected,VERB
the,DET
point,NOUN
to,PART
be,AUX
in,ADP
reeds,NOUN
and,CCONJ
swamps,NOUN
but,CCONJ
the,DET
valley,NOUN
is,AUX
all,DET
arable,ADJ
and,CCONJ
it,PRON
was,AUX
easy,ADJ
to,PART
walk,VERB
to,ADP
the,DET
point,NOUN
.,PUNCT,Satzende
Romania,PROPN
is,AUX
now,ADV
complete,ADJ
!,PUNCT
"

",SPACE,Satzende
On,ADP
the,DET
way,NOUN
back,ADV
I,PRON
chatted,VERB
to,ADP
an,DET
elderly,ADJ
man,NOUN
–,PUNCT
we,PRON
had,AUX
no,DET
common,ADJ
vocabulary,NOUN
but,CCONJ
got,VERB
on,ADP
fine,ADJ
!,PUNCT,Satzende
No,DET
time,NOUN
for,ADP
messing,VERB
about,ADP
–,PUNCT
long,ADJ
drive,NOUN
home,ADV,Satzende
so,ADV
I,PRON
changed,VERB
and,CCONJ
set,VERB
off,ADP
.,PUNCT
"

",SPACE,Satzende
Some,DET
random,ADJ
observations,NOUN
–,PUNCT
You,PRON
might,VERB
think,VERB
Romania,PROPN
was,AUX
already,ADV
a,DET
member,NOUN
of,ADP
the,DET
EU,PROPN
from,ADP
the,DET
number,NOUN
of,ADP
flags,NOUN
on,ADP
official,ADJ
buildings,NOUN
–,PUNCT
It,PRON
soon,ADV
will,VERB
be,AUX
in,ADP
the,DET
EU,PROPN,Satzende
but,CCONJ
it,PRON
is,AUX
very,ADV
different,ADJ
from,ADP
Western,PROPN
Europe,PROPN
–,PUNCT,Satzende
To,ADP
the,DET
“,PUNCT
policeman,NOUN
”,PUNCT
who,PRON
demanded,VERB
150,NUM
Euro,PROPN
from,ADP
me,PRON
at,ADP
the,DET
Bulgarian,ADJ
border,NOUN
at,ADP
3,NUM
a.m.,NOUN
for,ADP
“,PUNCT
not,PART
wearing,VERB
a,DET
seat,NOUN
belt,NOUN
”,PUNCT
",",PUNCT,Satzende
may,VERB
you,PRON
rot,VERB
in,ADP
hell,NOUN
–,PUNCT
Pedestrians,NOUN
are,AUX
100,NUM
%,NOUN
confident,ADJ
that,SCONJ
cars,NOUN
will,VERB
stop,VERB
for,ADP
them,PRON
at,ADP
crossings,NOUN
",",PUNCT
not,PART
so,ADV
in,ADP
other,ADJ
countries,NOUN
–,PUNCT
Romania,PROPN
has,AUX
the,DET
“,PUNCT
Roman,ADJ
”,PUNCT
tradition,NOUN
of,ADP
distance,NOUN
markers,NOUN
;,PUNCT
every,DET
100,NUM
metres,NOUN
a,DET
small,ADJ
one,NUM
and,CCONJ
every,DET
1,NUM
km,NOUN
a,DET
proper,ADJ
post,NOUN
with,ADP
distances,NOUN
and,CCONJ
road,NOUN
number,NOUN
;,PUNCT
splendid,ADJ
–,PUNCT
Horse,NOUN
drawn,VERB
carts,NOUN
are,AUX
widespread,ADJ
still,ADV
;,PUNCT
they,PRON
even,ADV
have,AUX
registration,NOUN
plates,NOUN
.,PUNCT
"

",SPACE,Satzende
Drum,PROPN
bun,PROPN
is,AUX
written,VERB
on,ADP
many,ADJ
signs,NOUN
;,PUNCT
it,PRON
means,VERB
“,PUNCT
have,AUX
a,DET
good,ADJ
journey,NOUN
”,PUNCT
.,PUNCT
"

",SPACE,Satzende
Begin New File
"

",SPACE
26-Dec-2002,NUM,Satzende
--,PUNCT
This,DET
confluence,NOUN
can,VERB
be,AUX
found,VERB
"1,5",NUM
km,NOUN
to,ADP
the,DET
west,NOUN
from,ADP
Icafalâu,PROPN
(,PUNCT
Ikafalva,PROPN
),PUNCT
in,ADP
Covasna,PROPN
county,NOUN
",",PUNCT
Romania,PROPN
.,PUNCT,Satzende
It,PRON
is,AUX
interesting,ADJ
to,PART
know,VERB
",",PUNCT
that,SCONJ
this,DET
